,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
52,Data Analyst - Vadodara,£50K - £60K (Glassdoor est.),"UK & Ireland

UK & Ireland
Australia & New Zealand
Singapore
United States

About us
News
Contact us
Support

Menu

Search
What we do
Sectors
Software & Services
Innovation & Insights
About us
News
Contact us
Support

Search
Search site:",4.0,"Civica
4.0","London, England",1001 to 5000 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD)
53,Metals Trading Power BI Data Analyst,£50K - £60K (Glassdoor est.),"Physical Metals Trading Power BI Report Builder Data Analyst - 3 month Contract
Global Physical Metals Trading business seeks a Commodity Trading PowerBuilder BI Data Analyst to join on an initial 3 month contract basis with a view to extend, based remotely from anywhere in the World.
Your role will be to build Power BI to get data from the Data Warehouse, doing Data Manipulation and run reports. No implementation, no modelling needed. After this initial project, there is a secondary project working on a separate system moving Excel over to Power BI.
Key technical skills: Power BI Report Builder, Microsoft SQL - both 100% essential
Key functional skills: Good CTRM functional knowledge - 100% essential, ideally with a knowledge of Physical Metals Trading
Location: Remotely based anywhere in the World
Start date: As soon as possible but certainly within 2 weeks
Duration: 3 months
Day rate: Flexible
For more information please e-mail Ben at jobsBR@bramwithconsulting.co.uk for more information.",4.4,"Bramwith Consulting
4.4","London, England",1 to 50 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
54,"Deutsche Bank Analyst Internship Programme Technology, Data and Innovation",£50K - £60K (Glassdoor est.),"About Deutsche Bank:
Deutsche Bank is the leading German bank with strong European roots and a global network. We’re driving growth through our strong client franchise. Against a backdrop of increasing globalization in the world economy, Deutsche Bank is very well-positioned, with significant regional diversification and substantial revenue streams from all the major regions of the world. We serve our clients’ real economic needs in commercial banking, investment banking, private banking and asset management. We are investing heavily in digital technologies, prioritizing long term success over short-term gains, and serving society with ambition and integrity. All this means a career packed with opportunities to grow and the chance to shape the future of our clients.

The Deutsche Bank Internship Programme:
An internship at Deutsche Bank is your stepping stone to success and your first look into what life is like on our Graduate Programme. You’ll become part of a collaborative and inclusive workplace as you build on your technical and interpersonal skills, take on real responsibilities, hear from senior leadership through our speaker series, work on live projects, grow your network and learn first-hand how we deliver for our clients. If you want the opportunity to shape your own career as well as the future of the financial industry, then we will give you the platform and foundation to do so. Successful interns will be invited to join the Deutsche Bank Graduate Programme.

About the business division:
Technology underpins Deutsche Bank’s entire business and is changing and shaping the way we engage, interact and transact with our stakeholders, internally and externally. Our Technology, Data and Innovation (TDI) strategy is strengthening our engineering expertise, introducing an agile delivery model, and is modernising the bank's IT infrastructure with long-term investments and taking advantage of cloud computing. We are building a team of visionary technology talent that will ensure that we thrive in this period of unprecedented change for the industry. That means hiring the right people and giving them the training, freedom and opportunity they need to do pioneering work.

Division specifics about the internship role:
Our technology teams deliver and manage engineering solutions to support the bank’s global customers. They develop and deliver solutions to help modernise technology solutions, to reduce complexity and risk, and to drive business growth.

Our Technology Intern Programme offers you a wide variety of opportunities within technology, and we’re looking for bright minds like yours to help us make pioneering strides in today’s fast-moving digital world. Through job placements, training courses, seminars, and a variety of networking events you will gain a wide range of practical experience and interpersonal skills with a bank that’s truly driving change in the financial and digital world.

By becoming part of our bank, you’ll become part of a diverse and inclusive network that will continue to support you for the rest of your career. Successful interns will be invited to join the Deutsche Bank Graduate Programme in Summer 2022.

What we look for:
We seek interns with strong problem solving skills who can collaborate effectively in teams and across locations. This means having outstanding communication, empathy and influencing skills. You should be proactive; challenging established ways of working to instead innovate and improve. You should be focused on delivering in an agile way, which means continually creating value for the business, and learning and continuously improving yourself and your team’s performance.

We recruit interns who are inquisitive and want to understand how and why things work, and then improve them, in the process developing their capability. This means being passionate about technology and the business, and constantly making things better for our customers.

Our interns are studying for degrees in many disciplines and you won’t necessarily need a formal mathematical or financial background. We have comprehensive training programmes to give you all the technical knowledge you’ll need to contribute straight away.

Our values define the working environment we strive to create – diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.

We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.

Click here to find out more about diversity and inclusion at Deutsche Bank.

Competitive Salary

Closing date: 08.01.2021",3.8,"Deutsche Bank
3.8","London, England",10000+ Employees,1870,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
55,"Data Science Consultant, Data Analyst (London)",£50K - £60K (Glassdoor est.),"Data Science Consultant, Data Analyst (London)
By Dariush Hessami15 Oct, 2020Jobs, London, Technology
No Comments
As part of GreySpark’s Data Practice, you will be part of a specialised team of data professionals focused on a broad range of data analysis and data science projects and initiatives. The Data Practice assists capital markets clients to address key data challenges. These can range from electronic trading driven data analysis projects to data modelling for specific ad-hoc client projects. GreySpark promotes industry best practices and adds value by working collaboratively with our clients to provide deliverables bespoke to their needs.
To excel at this role, you should be detail-oriented, objective and be able to articulate technical details succinctly and clearly. We are looking for demonstrable experience of working on a wide variety of data science projects in a commercial or academic environment, knowledge of data best practices and keen interest of staying abreast of the latest technological developments that are relevant.
What we offer
At GreySpark Partners, you are empowered to take ownership of your work and intellectual development and to build a network that will further your career ambitions. We offer a clearly defined career path and apply a meritocratic process in promoting the next tranche of leaders in our growing firm. You will have the opportunity to work in a team-focused, dynamic business that recognises success.
Responsibilities
Statistical analysis of financial data (client/product/trade datasets)
Working with business analysts to define and gather data requirements
Sourcing and joining data from multiple sources
Automation of routine analysis and regulatory reporting requirements
Communicating technical results to a non-technical audience
Preparing documentation to explain data transformation steps
Ad-hoc data souring/analysis as and when the client requests
Skills & Qualities
Understanding of relational database management tools, in particular; SQL, Kdb+
Advanced knowledge of Microsoft Excel (basic knowledge of VBA is a bonus)
Data manipulation skills; cleansing, enriching and linking datasets
Understanding of data best practices and basic data governance principles
Demonstrable interest in data analysis e.g. participation in online competitions, independent research etc.
Technical skills (optional):
Working knowledge of Python libraries such as matplotlib, pandas and numpy would be advantageous
Experience with data visualisation tools Qlikview, Tableau, matplotlib
Experience with Agile technologies (JIRA) and version control software (Git / Subversion)
Familiarity with big data tools such as Cassandra, Hadoop (Pig, Hive, Impala), Spark, MongoDB
Qualifications
University degree in computer science, mathematics, engineering or other quantitative subjects
Apply
To find out more about the role please contact our Talent Acquisition Team
Email: careers-uk@greyspark.com
SEARCH CONTENT BY TAGS
DATA ANALYST DATA ANALYTICS DATA MODELLING DATA SCIENCE DATA SCIENTIST
SOLUTIONS
CMI Thought Leadership
Cyber Security
GreySpark Delta-X
Electronic Trading
FinTech Advisory
Programme Test Management
Regulatory Compliance
Risk Management
Surveillance
Tech Accelerator
You May Also Like
InternalJobsLondon
11 Dec, 2020
Graphic Designer — Financial Services (London)
Dariush Hessami
JobsLondonTechnology
11 Dec, 2020
Machine Learning Scientist (London)
Dariush Hessami
Business ConsultingJobsLondonTechnology
15 Oct, 2020
Business Analyst/Tech BA (London)
Helen Dawit",3.0,"GreySpark Partners
3.0","London, England",51 to 200 Employees,2009,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
56,Business Analyst Assistant - Data Analysis and Reporting,£50K - £60K (Glassdoor est.),"Business Analyst Assistant - Data Analysis

Location: Paddington, London

Day Rate: £140 - £144 per day

PAYE Only

Team/Department Mission:

Our Client are at the cutting edge of the digital advertising industry, helping solidify its position as a technology provider that powers the buying and selling of Search and Display advertising across all aspects of their digital portfolio and through strategic alliances and key partnerships.

Sales Excellence oversees the rhythm of the business and enables Sales, ensuring they have the tools and knowledge they need to achieve quota and drive revenue across Europe from their Strategic and Enterprise clients.

Role Purpose:

To align and work closely with a team of business analysts, learning tools, processes and systems to help drive key initiatives to maintain and improve data accuracy as well as local reporting solutions. In addition, you would also be involved in process improvement/documentation as well as further facilitating data and reporting requirements.

Key Responsibilities:
Process, track and validate data changes using relevant tools/processes
Support offline data gathering, compilation, validation and reconciliation
Assist in troubleshooting questions/issues and supporting escalations
Support development of existing reporting and creation of new reports and analysis
Potentially provide admin support to business management function
Develop strong collaborative working relationships with Engineering, Marketing and Business Team, Finance, Global Operations and Regional Sales teams
Skills and Experience:

Technical/Functional Skills:
Very strong Microsoft Excel competency required (Vlookup, tables, filters, PivotTables, PowerPivot, etc.) and other Microsoft desktop applications, including Word, PowerPoint
Knowledge/experience of Power BI, DAX and SQL is required
Familiarity of analytical and reporting processes in a sales, service and / or marketing group
Project and/or program management experience is valuable.
Personal Attributes/Interpersonal Skills:
Strong attention detail and problem-solving skills are essential for this role
Ability to work independently and simultaneously overcome ambiguity where necessary
Strong time management/prioritisation skills and a track record of meeting deadlines
Strong judgement is important as well as decision-making & critical thinking ability
Versatile communicator, interacting on various professional audience levels to deliver written/oral communications across organisations in a professional and confidential manner
Organisational agility. Ability to function effectively in a highly matrixed work environment
Desired Experience:
Strong cross-functional collaboration skills both internally and across borders
Experience working with key partners to define and prioritise business requirements
Demonstrated experience developing analytic approaches to business problems
Ability to distil complex data/analysis into understandable information and actions
Previous international business experience preferred
Search Advertising and Sales/Marketing experience preferred
Qualifications:
BA/BS in a quantitative field such as finance, mathematics, economics, operations, research or business preferred
If you have the above skills, please submit an updated version of your CV in the first instance.",3.2,"Experis
3.2","London, England",5001 to 10000 Employees,1953,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
57,Octopus Real Estate - Data Insights Analyst,£50K - £60K (Glassdoor est.),"Company Description

Octopus is a group of companies which invests in the people, ideas and industries that will help to change the world.

We believe that the companies serving two of our most important needs – our financial wellbeing and our planet’s future – are failing. And we want that to change. We want everything we do, whether that’s in financial services or energy supply, to have a positive impact on the people it touches.

In our financial services business, we care as much about the impact our investments have, as we do about the returns that we generate for our investors. We manage more than £9.1 billion* on behalf of retail and institutional investors, specialising in renewable energy, real estate, smaller company and venture capital investing.

Our energy supply business - Octopus Energy, is one of the fastest growing companies in the UK. It has grown from start-up to more than 1.7 million customers over the last four years and is now the #1 rated UK energy supply business, and the only one to be recommended by Which? three years in a row.

Octopus Energy, Octopus Giving, Octopus Investments, Octopus Renewables, Octopus Real Estate, Octopus Ventures, Seccl Technology and Octopus Wealth are all part of Octopus Group. Visit octopusgroup.com.

Job Description

We’re looking for a Data Analyst to work within Octopus Real Estate

Core responsibilities will include:
Interrogating, analysing and providing insight and interpretations of ORE fund and loan book performance data, for use internally and externally
Challenging and supporting our investment decisions across ORE, creating data models to do so
Providing insight into and explanations for data and trends, and explaining this to Investment Committees and teams within ORE in simple, understandable terms
Using external data to enhance the power and quality of our data insight, continuously looking for opportunity to strengthen our data models
Using existing data to extrapolate possible scenarios and create models to deal with forecastable market changes
Owning the quality of the data and analysis contained within their reports
Data reporting, internally and externally
Qualifications

Ideally, you’ll have some or all of the following qualifications, skills and job-related experience
Strong analytical skills with the ability to collect, organise, analyse and disseminate significant amounts of information, with attention to detail and accuracy.
Experience of working in Real Estate investment, lending and/or fund management.
Ability to translate data into meaningful hypothesis and recommendations, and communicate this succinctly.
Ability to interpret data from multiple and complex data sources, identifying trends and/or patterns.
Ability to produce reporting dashboards.
Strong knowledge of Excel and PowerBI, with experience of databases and SQL.
Familiarity with VBA.
Must be comfortable using technology and leveraging digital applications and platforms.
Preferable, but not essential, a professional qualification such as Chartered Accountant or CFA.
Additional Information

Our Values and DNA

At Octopus we don’t just focus on what we do but also how we do it. Everyone shares our values of being straightforward, helpful and bold. And while these are the principles that guide us as an organisation, our DNA goes even further, by revealing our inner strength:

We are loyal: we fully buy-in to the company’s vision and believe in everything that Octopus stands for. We are respectful: we live and breathe the Octopus values of being helpful, straightforward and bold. We are resilient: we have an inner strength that means we never give in We are intellectually curious: we seek to understand how the world works and we’re always learning, adapting and improving We understand who our customers are: and because we know them really well, we always give them our very best.

What we offer

Octopus has built an exciting and inclusive high-performance culture where employees feel empowered. This means we welcome discussions around flexible working hours. We also understand the value of diversity, and we have a team dedicated to promoting gender, ethnic, socio-economic, LGBT and disability equality, to make sure we back up our words with actions. All Octopus employees are given the opportunity to develop new skills, aim higher and accelerate their careers.",3.7,"Octopus
3.7","London, England",501 to 1000 Employees,2000,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD)
58,Principal Data Analyst,£50K - £60K (Glassdoor est.),"Principal Data Analyst
London, EC3M 3BD

QBE’s European Operations, which accounts for over 27% of QBE Group turnover, is a leading specialist in London market and European commercial lines business. Active in both the Lloyd’s and company market, QBE offers considerable diversity to the broking community. We are a socially responsible company and give our customers the ability to invest a portion of their premiums in environmentally and socially beneficial projects.

The Opportunity:

The Principal Data Analyst will work with business users to identify their data requirements for the Data Hub and reporting solutions, look at developing data governance capabilities while owning large pieces of delivery. They will be responsible for championing the Data Hub big data platform, Reporting tools and Data Governance capabilities across QBE EO. They will lead the acceptance and user testing phases of projects and provide ongoing post implementation support. The Principal Data Analyst should encourage and support the other Data Analysts within the team.

You will be required to:
Facilitate the design, development and implementation of a fit-for-purpose data solutions via small teams with minimal support Contribute to the development of the Data & MI team’s direction and strategy in order to maximize value to QBE
Be aware of the Data Strategy in order to appropriately align effort with this direction
Manage and respond to data related questions and enquiries, using available data tools and procedures and ensuring adherence to QBE’s defined processes and best practice guidelines
Build and maintain strong productive working relationships with internal and external stakeholders to ensure service delivery meets business needs
Support the identification and documentation of data requirements for work
Engage with third party suppliers, as appropriate, in the delivery of analysis to support business requirement definition
Provide technical support to our end users on the use and application of data warehouse information and educate them in the usage of the reporting and analytical tools
Deliver and maintain a capability that preserves the integrity of the Data Hub and does not compromise data quality or the operation of the data layers
Ensure appropriate reconciliations are performed and where exceptions are flagged manage the investigation and remediation in a timely manner
Operate appropriate data processes in support of monthly/weekly/daily loads
Responsible for supporting the operation of an efficient and timely monthly close processes that supports our customers core reporting functions
Lead and mentor Analysts in the team in the achievement of their objectives
Lead the investigation and resolution of any data related queries/issues (in line with Data Policy), in order to produce accurate management information to enable effective decision making.
Keep up to date with data subject developments to promote continuous improvement within the team
Support the technical aspects of Master Data Management (MDM) and provide the business lead in proactively resolving undefined data
You will need to be able to have or display the following qualifications/experience:
Experience in update to data cloud technologies and implementations of these in the data context
Experience in designing full and complete solutions, producing specifications detailing solutions for approval by users and for technical use by developers and testers would be beneficial
Experience in use of BI tools and in designing end user reporting solutions
Experience using structured analytical techniques
Experience within a data management environment with a hands-on business role or in an IT equivalent operational background
Hands-on experience of database tools or languages (SQL/ PL-SQL/ Oracle/ Sybase) and a wide variety of (large volume) data sources
Previous experience in insurance, preferably Lloyd’s based
Solid experience in a customer facing / support environment
Solid experience training end users in data usage
Strong experience working with business representatives to identify and document business requirements
At QBE, we view our people as our most precious asset. We understand the importance of fostering a work environment that is responsive to the changing needs of today's workforce. QBE aims to build a workplace that is fair and inclusive because we want to attract and retain the best people to do the job. Search for QBE on Vercida to learn more about our Diversity and Inclusion programmes and policies.

Please click the ‘Apply’ button to be taken to the job on our system.

Number of Openings:

3

How to Apply:

To submit your application, click \""Apply\"" and follow the step by step process.

Equal Employment Opportunity:

QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates.",3.5,"QBE
3.5","London, England",10000+ Employees,1886,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
59,Finance Data Analyst,£50K - £60K (Glassdoor est.),"FINANCE DATA ANALYST
£55,000 - £60,000
LONDON OR OXFORD
THE COMPANY:
This is a tech company that specialises in the automotive industry, and specifically within finance. Their business concept is one that is new in the industry and they've had a few successful investment rounds, meaning they are well-backed as well as being a big player in this space. They are looking to centralise all their reporting so are looking for people from a finance or auditing background to help improve and automate their data flows using SQL and Python.
THE ROLE:
As a Finance Data Analyst, your responsibilities will include:
Conduct financial and compliance reporting for the business
Improve and automate data flows using SQL and Python
Pull together insights
Test loan tapes, implement data quality tests and define processes to ensure data reliability and drive improvements towards automation
YOUR SKILLS AND EXPERIENCE:
The successful Finance Analyst will have the following skills and experience:
Financial reporting (auditing or finance background)
Commercial experience using SQL
Data manipulation experience
Ideally Python experience
HOW TO APPLY:
Please register your interest by sending your CV to Ria Verma via the Apply link on this page.",3.9,"Harnham
3.9","London, England",51 to 200 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
60,Researcher / Data Analyst / R,£25K - £38K (Glassdoor est.),"Researcher / Data Analyst / R
An exciting opportunity has arisen for an experienced Researcher/ Data Analyst to join a leading education organisation for an initial 11 month contract. The role will be based in London but will be remote for the foreseeable future.
This role is inside IR35 so please bear this in mind when applying.
The candidate will be responsible for managing research projects, with responsibilities for overseeing research design, data collection and validation as well as budgets and timelines.
Key Skills
Proven experience working within a research department
Proficiency in multilevel and longitudinal modelling, multivariate methods and experimental design.
Proficiency in relevant analytical software (knowledge of R preferred).
Strong communication skills especially data visualization, report writing and presentation skills to both technical and non-technical audiences.
Knowledge of working with educational data would be advantageous
Knowledge of qualitative research methods would be beneficial
If you feel you have the relevant experience then please submit an up to date CV for immediate consideration
GCS Computer Recruitment Services is acting as an Employment Business in relation to this vacancy.",4.2,"GCS Recruitment Specialists Ltd
4.2","London, England",51 to 200 Employees,1991,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
61,Data Science Investment Analyst Intern,£25K - £38K (Glassdoor est.),"A/O PropTech:

AO PropTech is Europe's largest Proptech (property technology) venture capital firm which invests in technology start-up companies disrupting the real estate industry. A/O PropTech announced its latest €250mn vehicle in February 2020, with a unique permanent capital approach, a strategic real estate portfolio sandbox of over €35bn provided by its LPs and a unique approach to venture investing with a team of real estate, finance, data science and engineering professionals.

At A/O PropTech we have a stage, geographic, and segment agnostic investment approach: We back innovation from Series A onwards, in Europe, US and Israel and across all sectors of the RE industry (office, resi, hotels, logistics, construction, etc). We target companies who are enabling the industry, creating efficiencies, revenue growth opportunities and we also have a focus on technologies enabling the decarbonisation of the industry as well.

Through our strategic RE sandbox, we enable founders to test, pilot, iterate and scale disruptive tech-enabled products, services, and platforms and help them navigate the complexities of the real estate ecosystem at scale.

Shaped by decades of real estate asset investing and operations as well as data science management and technology experience, A/O Proptech's mission is to transform real estate into a more digital, efficient, and accessible asset class by applying innovative technologies and business models. A/O's vision is to improve quality of life, accelerate sustainable living, and enable the decarbonization of the largest asset class in the world.

Opportunity:

Join Europe's leading proptech VC firm, with a diversified team of real estate, data science, technology, finance and engineering experts, focusing on disrupting the real estate industry. You will evaluate market leading global investment opportunities, get exposure to the next generation of innovative technologies disrupting the largest asset class in the world, and work closely with the founders in creating the industry's most comprehensive proptech start-up portfolio. Check out our investments here: https://www.aoproptech.com/companies/.

This is a unique opportunity to join a passionate, diverse, and entrepreneurial team in a firm that values values, personal development, performance, freedom, responsibility and selflessness and with a platform that will accelerate your personal development, provide you with unique exposure and opportunities.

You will be working in our London office located in Marylebone

Responsibilities:

PropTech and Fintech Start-up Ecosystem Assessment:
Innovative business model assessment
Data processing and algorithm building
Actively participate in all technology and analytics Due Diligence
Market and competitive landscape monitoring
Market mapping curation based on proprietary and scrapped Data
Monitor and manage portfolio company data and conduct data-driven benchmarks
Interact with deal teams to understand business drivers and validate new kpis and data sources
Analyze existing dealflow data to generate insights for internal audiences
Perform exploratory and targeted data analyses and translate data analytics outcomes into clear visualizations
Report on analytics findings to senior leadership
Participate to the continuous improvement of internal cloud infrastructure and data reporting tools
End-to-end analysis including data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations
Financial modelling with Python
Qualifications:
Previous Data Science experience, proficient in API usage and scraping
Previous experience in Data Engineering or App development
Good knowledge of python and advance excel usage
Interest in Real Estate and PropTech
Engineering undergraduate degree
Intellectual rigour
Attention to detail
Presentation, financial modelling and analytics, problem solving
Starting January-February 2020 and will last 6-8 months.

Competitive package.",-1,A/O PropTech,"London, England",-1,-1,-1,-1,-1,-1
62,Business Analyst- Data Modelling- Digital Skills Capabilities,£25K - £38K (Glassdoor est.),"Business Analyst- Data Modelling- Digital Skills Capabilities

Business Analyst with significant experience in data modelling and analysing multiple, separate datasets and being able to design a data model in excel that can support ongoing analysis along with E2E Data capturing & analysis tool is needed to work with a central government client to support their digital skills and Skills Analysis Survey Design.

The Business Analyst will be tasked with delivering an enhanced data set that can be used to model analytical scenarios including Identifying the data sets, data fields, the range and volume of data required to be collected. The Business Analyst will also contribute to the As Is digital skills and Skills Analysis Survey Design for the client's Digital Skills Workforce Capability Modelling Framework.

Business Analyst- Data Modelling- Digital Skills Capabilities- Essential Experience

Experienced Business Analyst with significant experience in data modelling and analysing multiple, separate datasets and being able to design a data model in excel that can support ongoing analysis.
Excellent analytical, data modelling and Ms Excel skills.
Ability to deliver an enhanced data set used to model analytical scenarios including identifying the data sets, data fields, range and volume of data required to be collected.
Experience of developing a working analytical model used to test and generate scenarios to identify potential solutions/ outcomes (Ms Excel based)
Ability to contribute to the clients As Is digital skills and Skills Analysis Survey Design for their Digital Skills Workforce Capability Modelling Framework (Digital workforce planning model, Nature of and costs of outsourced capabilities, Core roles, skills & capability categories/levels
Financial cost forecasting and Skills Matrix Assessment)
Experience of E2E Data capturing & analysis tool

Business Analyst- Data Modelling- Digital Skills Capabilities- Desirable Experience

Experience of providing Business Analysis expertise for a central government/public sector client around their digital skills capabilities.

This assignment is outside of IR35 for an initial 4 months.

InterQuest Group is acting as an employment agency for this vacancy. InterQuest Group is an equal opportunities employer and we welcome applications from all suitably qualified persons regardless of age, disability, gender, religion/belief, race, marriage, civil partnership, pregnancy, maternity, sex or sexual orientation. Please make us aware if you require any reasonable adjustments throughout the recruitment process.

For more information about this role, please contact:
Aaron Kiddell
Aaron.Kiddell@interquestgroup.com",3.5,"InterQuest
3.5","London, England",201 to 500 Employees,2001,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
63,MI Analyst / Data Analyst / Housing,£25K - £38K (Glassdoor est.),"MI Analyst / Data Analyst / Housing
An exciting opportunity has arisen for an experience MI Analyst to join a housing organisation located in London. This role will be offered as an initial 8 week contract and can be done remotely.
The selected candidate will be responsible for answering the service desk tickets and creating tableau dash boards.
Key Skills:
Proven Data Analysis / MI Analyst experience
Sufficient experience using Tableau
SQL, T-SQL and SSRS experience
Previous experience working for a housing organisation
Work to drive accuracy of data sources used within reporting, including periodic rationalisation.
Support a Tableau Super User group, ensuring attendance and sharing of good practice, and data quality issues
Experience of delivering end user reporting. Working with a range of internal technical partners, such as IT, on behalf of non-technical staff
If you feel you have the relevant experience then please submit an up to date CV for immediately consideration.
GCS Computer Recruitment Services is acting as an Employment Business in relation to this vacancy.",4.2,"GCS Recruitment Specialists Ltd
4.2","London, England",51 to 200 Employees,1991,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
64,Senior Marketing Data Analyst,£25K - £38K (Glassdoor est.),"Senior Marketing Data Analyst
LondonMarketingExperienced
Responsibilities
Senior Marketing Data Analyst
Based in London

TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy.

Position Overview:

The Senior Marketing Data Analyst will report into the Senior Research Manager in the European Marketing team. This is a newly created position and will play a key role in developing key digital KPI frameworks, media modelling, reporting maps and setting up automated reports to enable the team and wider business to monitor KPIs and support TikTok's data-driven marketing approach. We are looking for someone with the ability to synthesise and communicate complex concepts and analyses in easy to understand ways and visualise results in a clear and concise way to stakeholders.

What we are looking for:

Data / story telling
Strong communication skills and experience in visualising and reporting data learnings.
Regularly report findings and ongoing KPIs into management team to provide visibility into campaign performance and assist in campaign optimization.
Technical skills
Skills to create reports and dashboards that allows teams to understand and optimise initiatives using tools such as Python/R.
Highly capable in supporting business needs with analysis using SQL queries to derive actionable insights.
Ability to identify the appropriate statistical methods to use in different circumstances.
Media modelling.
Experience with web analytics tools (e.g. Google Analytics/Adobe Analytics/Ad servers)
Experience of common statistical methods and applications (A/B testing, probability, regression)
Working style
Passion to thrive in collaborative environment; working alongside other highly skilled analysts, media specialists and marketeers.
Ability to work in a fast paced environment, self-motivated, detail-oriented, learn autonomously, and highly organised.
Be methodological and practical, ability to prioritise and assist business requests with a service mindset - qa, and monitor our logging and metrics.
Work with engineering and product to implement, qa, and monitor our logging and metrics
Qualifications
Qualifications:
BEng/BS in a numerical field
10+ years work experience in a marketing environment (working with primary data - brand health and attitudinal and media data)
Strong working knowledge of R or Python and SQL
Bilingual English-Chinese (Mandarin) a plus
Apply
Share to",4.1,"TikTok
4.1","London, England",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
65,Senior Data Analyst - Customer,£25K - £38K (Glassdoor est.),"We are notonthehighstreet.

We’re home to 5,000 phenomenal small creative businesses that we are proud to call our Partners. But, now more than ever, this community needs our support. So we’re doing all we can to shine a light on these dynamic entrepreneurs, waving the flag for small businesses and generally championing their socks off.

On top of our brilliant Partners, products and customers (not to mention our incredible team who have been busy beavering away from home since March), the last 12 months has seen great progress with our tech platform and customer experience. We are now looking to build on this momentum to drive our business to the next level. And that’s where you come in.

What we need

As our Senior Data Analyst, you will join our growing Data team to drive growth and optimisation through the delivery of customer-centric insights and strategies to drive long-term customer loyalty.

This is a great opportunity to join our growing data team to drive growth and optimisation through the delivery of customer-centric insights and strategies to drive long-term customer loyalty. We want data to be at the heart of everything we do. We’re looking for someone passionate about using rigorous analysis to influence key decision making across the business.

Some of the things you’ll be doing...
Be the expert in understanding our customer behaviour and use this knowledge to drive customer acquisition and retention initiatives.
Build and optimise customer segmentation and customer value models
Ownership of business critical analytical projects that involve analysing complex datasets in order to produce insights and models that drive strategic decisions
Drive the Customer team’s roadmap by providing recommendations on strategy based on insight and trends to improve performance and enhance customer value
Reporting and understanding drivers of business performance
Automate BAU reporting to ensure focus is on new value-add analysis
Review trading/acquisition/retention performance highlighting deviations from trends, to improve future forecasting
Work closely with wider teams to understand reasons for variations and influence change working collaboratively with our business
Mentoring more junior members of the team on best practices analysing customer behaviour
Experience and skills you’ll need...
Advanced SQL/Excel & Experience essential with GA and Tableau experience highly desirable
Extensive previous experience in customer analytics such as lifetime value, churn, segmentation etc
Strong presentation skills to key stakeholders & larger audiences
Excellent communication, documentation, organisational and interpersonal skills
An inquisitive nature, a positive outlook, a tenacious work ethic and a love for notonthehighstreet are all must-haves
Our perks

It’s important to us that our people are well looked after, which is why we offer everyone BUPA healthcare, life insurance and a pension plan. Because having a break is important for your physical and mental wellbeing, our holiday allowance is 25 days (plus bank holidays) AND your entitlement increases an extra day for every 2 years you spend with us.

The team spirit at NOTHS House is legendary, and while we all miss the in-office massages, hair cuts and the abundance of free fruit, we’ve taken to our virtual world with gusto and bring the team together regularly for socials and of course the odd Zoom quiz!

We endeavour to support our people to make sure work….well, works for them. And the pretty big issue of the recent global pandemic has propelled us into working more flexibly than ever before. With the office closed until further notice (at least until government social distancing advice has changed), we’re using the lessons learnt over this period to evolve our approach to flexible working whilst ensuring we all still get together as one #teamnoths

Diversity and Inclusion

Everyone’s welcome at notonthehighstreet – whoever they are, wherever their background.

As part of your application you’ll be asked to complete a demographic survey to help us learn more about who wants to work with us. It’s completely optional (but really appreciated) and it’s 100% anonymous. We’ll only use the information to help us figure out how to make our team even more inclusive and attract more brilliant people to join us, with the help of our cross-team Diversity Champions to drive progress.

Apply to join #teamnoths

We’d love to hear more about you, your experience and why you’d like to join our team.

For now, our recruitment and induction processes are fully remote, taking advantage of the wonders of modern-day technology. If you are successful in your initial application we’ll explain more about next steps, as this can vary slightly from role to role. Good luck!",4.1,"Notonthehighstreet.com
4.1","Richmond, London, England",51 to 200 Employees,2006,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable
